"year","source","flow","destination","weight","value"
2000,"Argentina","export","Peru",,67889
2000,"Argentina","export","Philippines",,143084
2000,"Argentina","export","Poland",,14764
2000,"Argentina","export","Spain",,150
2000,"Argentina","export","USA",,3991484
2000,"Argentina","export","Uruguay",,94107
2000,"Argentina","export","Venezuela",,388085
2000,"Australia","export","World",,7189169
2000,"Australia","export","Argentina",,2024
2000,"Australia","export","Austria",,11824
2000,"Australia","export","Belgium",,514977
2000,"Australia","export","Brazil",,4940
2000,"Australia","export","Myanmar",,916
2000,"Australia","export","Canada",,91201
2000,"Australia","export","Sri Lanka",,1441
2000,"Australia","export","Cocos Isds",,822
2000,"Australia","export","Croatia",,723
2000,"Australia","export","Czech Rep.",,17348
2000,"Australia","export","Fiji",,3329
2000,"Australia","export","France",,1658
2000,"Australia","export","Germany",,67063
2000,"Australia","export","Greece",,867
2000,"Australia","export","Guyana",,2441
2000,"Australia","export","China, Hong Kong SAR",,114715
2000,"Australia","export","Indonesia",,3032
2000,"Australia","export","Ireland",,799
2000,"Australia","export","Israel",,17251
2000,"Australia","export","Italy",,54565
2000,"Australia","export","Japan",,1007059
2000,"Australia","export","Jordan",,3180
2000,"Australia","export","Rep. of Korea",,90502
2000,"Australia","export","Kuwait",,250400
2000,"Australia","export","Lebanon",,636
2000,"Australia","export","China, Macao SAR",,304
2000,"Australia","export","Malaysia",,19079
2000,"Australia","export","Mauritania",,4422
2000,"Australia","export","Mexico",,19516
2000,"Australia","export","Other Asia, nes",,23709
2000,"Australia","export","Netherlands",,4249
2000,"Australia","export","New Caledonia",,90539
2000,"Australia","export","Vanuatu",,29707
2000,"Australia","export","New Zealand",,1280946
2000,"Australia","export","Norfolk Isds",,7288
2000,"Australia","export","Norway",,17583
2000,"Australia","export","Papua New Guinea",,243683
2000,"Australia","export","Philippines",,144297
2000,"Australia","export","Timor-Leste",,23649
2000,"Australia","export","Romania",,463
2000,"Australia","export","Saudi Arabia",,5852
2000,"Australia","export","Senegal",,1157
2000,"Australia","export","Singapore",,400559
2000,"Australia","export","South Africa",,153641
2000,"Australia","export","Zimbabwe",,1598
2000,"Australia","export","Spain",,1446
2000,"Australia","export","Sweden",,3499
2000,"Australia","export","Switzerland",,5783
2000,"Australia","export","Thailand",,93715
2000,"Australia","export","Tonga",,11764
2000,"Australia","export","United Arab Emirates",,16267
2000,"Australia","export","Turkey",,289
2000,"Australia","export","United Kingdom",,833390
2000,"Australia","export","Bunkers",,925
2000,"Australia","export","USA",,1483186
2000,"Australia","export","Samoa",,2955
2000,"Austria","export","World",,89780285
2000,"Austria","export","Andorra",,42020
2000,"Austria","export","Antigua and Barbuda",,67
2000,"Austria","export","Argentina",,614181
2000,"Austria","export","Australia",,1902832
2000,"Austria","export","Barbados",,3412
2000,"Austria","export","Belgium",,1018327
2000,"Austria","export","Bosnia Herzegovina",,334892
2000,"Austria","export","Botswana",,2592690
2000,"Austria","export","Brazil",,4062135
2000,"Austria","export","Brunei Darussalam",,374103
2000,"Austria","export","Bulgaria",,722511
2000,"Austria","export","Canada",,313280
2000,"Austria","export","Chile",,36400
2000,"Austria","export","China",,48645
2000,"Austria","export","Colombia",,1673
2000,"Austria","export","Congo",,20475
2000,"Austria","export","Costa Rica",,20408
2000,"Austria","export","Croatia",,185211
2000,"Austria","export","Cyprus",,4483
2000,"Austria","export","Czech Rep.",,502573
2000,"Austria","export","Denmark",,93810
2000,"Austria","export","Dominican Rep.",,169889
2000,"Austria","export","Ecuador",,28036
2000,"Austria","export","El Salvador",,48912
2000,"Austria","export","Estonia",,19070
2000,"Austria","export","Falkland Isds (Malvinas)",,27099
2000,"Austria","export","Fiji",,8966
2000,"Austria","export","Finland",,382600
2000,"Austria","export","France",,931677
2000,"Austria","export","Georgia",,2877
2000,"Austria","export","Germany",,5684206
2000,"Austria","export","Greece",,632582
2000,"Austria","export","Guatemala",,143057
2000,"Austria","export","Honduras",,12981
2000,"Austria","export","China, Hong Kong SAR",,1197583
2000,"Austria","export","Hungary",,345264
2000,"Austria","export","Iceland",,1338
2000,"Austria","export","Indonesia",,39009
2000,"Austria","export","Ireland",,29173
2000,"Austria","export","Israel",,6357
2000,"Austria","export","Italy",,2664553
2000,"Austria","export","Jamaica",,56875
2000,"Austria","export","Japan",,91468
2000,"Austria","export","Jordan",,74339
2000,"Austria","export","Kenya",,6758
2000,"Austria","export","Rep. of Korea",,161391
2000,"Austria","export","Kuwait",,137771
2000,"Austria","export","Kyrgyzstan",,401
2000,"Austria","export","Latvia",,107728
2000,"Austria","export","Lithuania",,27969
2000,"Austria","export","Luxembourg",,86048
2000,"Austria","export","China, Macao SAR",,62964
2000,"Austria","export","Malaysia",,128136
2000,"Austria","export","Malta",,2610
2000,"Austria","export","Mauritius",,29575
2000,"Austria","export","Mexico",,115891
2000,"Austria","export","Other Asia, nes",,4818
2000,"Austria","export","Mongolia",,2810
2000,"Austria","export","Rep. of Moldova",,42756
2000,"Austria","export","Oman",,209701
2000,"Austria","export","Namibia",,98494
2000,"Austria","export","Nepal",,61224
2000,"Austria","export","Netherlands",,272999
2000,"Austria","export","Neth. Antilles",,7494
2000,"Austria","export","Aruba",,45901
2000,"Austria","export","New Caledonia",,1338
2000,"Austria","export","New Zealand",,705449
2000,"Austria","export","Nicaragua",,67179
2000,"Austria","export","Nigeria",,4751
2000,"Austria","export","Norway",,164803
2000,"Austria","export","Panama",,2610
2000,"Austria","export","Peru",,17062
2000,"Austria","export","Philippines",,180260
2000,"Austria","export","Poland",,872126
2000,"Austria","export","Portugal",,171628
2000,"Austria","export","Qatar",,23486
2000,"Austria","export","Romania",,13449
2000,"Austria","export","Russian Federation",,795311
2000,"Austria","export","Saint Lucia",,5420
2000,"Austria","export","Saudi Arabia",,457274
2000,"Austria","export","India",,75610
2000,"Austria","export","Singapore",,431780
2000,"Austria","export","Slovakia",,598524
2000,"Austria","export","Slovenia",,256204
2000,"Austria","export","South Africa",,569284
2000,"Austria","export","Spain",,560585
2000,"Austria","export","Sweden",,253394
2000,"Austria","export","Switzerland",,1048906
2000,"Austria","export","Thailand",,575172
2000,"Austria","export","Trinidad and Tobago",,9301
2000,"Austria","export","United Arab Emirates",,1404073
2000,"Austria","export","Tunisia",,35396
2000,"Austria","export","Turkey",,53262
2000,"Austria","export","Uganda",,1673
2000,"Austria","export","Ukraine",,31984
2000,"Austria","export","TFYR of Macedonia",,110337
2000,"Austria","export","Egypt",,32184
2000,"Austria","export","United Kingdom",,335160
2000,"Austria","export","United Rep. of Tanzania",,93342
2000,"Austria","export","USA",,48635016
2000,"Austria","export","Uruguay",,1888178
2000,"Austria","export","Uzbekistan",,1539
2000,"Austria","export","Venezuela",,900563
2000,"Austria","export","Yemen",,122114
2000,"Austria","export","Serbia and Montenegro",,1169079
2000,"Bahamas","export","World",,24792
2000,"Bahamas","export","Br. Virgin Isds",,18792
2000,"Bahamas","export","USA",,6000
2000,"Barbados","export","World",,34771
2000,"Barbados","export","Antigua and Barbuda",,19765
2000,"Barbados","export","Austria",,780
2000,"Barbados","export","Dominica",,2435
2000,"Barbados","export","Grenada",,1297
2000,"Barbados","export","Guyana",,1930
2000,"Barbados","export","Saint Vincent and the Grenadines",,7009
2000,"Barbados","export","USA",,1554
2000,"Belgium","export","World",,203842989
2000,"Belgium","export","Argentina",,104765
2000,"Belgium","export","Australia",,59857
2000,"Belgium","export","Austria",,2134935
2000,"Belgium","export","Bulgaria",,10189
2000,"Belgium","export","Canada",,5653
2000,"Belgium","export","Chile",,29609
2000,"Belgium","export","Cyprus",,40653
2000,"Belgium","export","Czech Rep.",,97715
2000,"Belgium","export","Denmark",,1006333
2000,"Belgium","export","Finland",,393450
2000,"Belgium","export","France",,20015906
2000,"Belgium","export","Germany",,6083233
2000,"Belgium","export","Greece",,163124
2000,"Belgium","export","Hungary",,2527
2000,"Belgium","export","Iceland",,34571
2000,"Belgium","export","Ireland",,536574
2000,"Belgium","export","Israel",,1510
2000,"Belgium","export","Italy",,8291117
2000,"Belgium","export","Japan",,255783
2000,"Belgium","export","Rep. of Korea",,32712
2000,"Belgium","export","Kuwait",,189110
2000,"Belgium","export","Lebanon",,269545
2000,"Belgium","export","Luxembourg",,2698246
2000,"Belgium","export","Malaysia",,4688
2000,"Belgium","export","Malta",,15439
2000,"Belgium","export","Other Asia, nes",,11124
2000,"Belgium","export","Morocco",,15187
2000,"Belgium","export","Netherlands",,7428780
2000,"Belgium","export","New Zealand",,46262
2000,"Belgium","export","Norway",,209355
2000,"Belgium","export","Peru",,13597
2000,"Belgium","export","Portugal",,20746277
2000,"Belgium","export","Qatar",,1260
2000,"Belgium","export","Slovakia",,30555
2000,"Belgium","export","Slovenia",,1876
2000,"Belgium","export","Zimbabwe",,38339
2000,"Belgium","export","Spain",,1790151
2000,"Belgium","export","Sweden",,2081943
2000,"Belgium","export","Switzerland",,79101
2000,"Belgium","export","Thailand",,7311
2000,"Belgium","export","Trinidad and Tobago",,45289
2000,"Belgium","export","Egypt",,20384
2000,"Belgium","export","United Kingdom",,7697889
2000,"Belgium","export","Special Categories",,119169779
2000,"Belgium","export","USA",,1929809
2000,"Belgium","export","Venezuela",,1472
2000,"Bolivia (Plurinational State of)","export","World",0,125
2000,"Bolivia (Plurinational State of)","export","Areas, nes",0,125
2000,"Botswana","export","World",,56852
2000,"Botswana","export","South Africa",,16803
2000,"Botswana","export","United Kingdom",,19230
2000,"Botswana","export","USA",,17676
2000,"Botswana","export","Zambia",,1261
2000,"Botswana","export","Areas, nes",,1882
2000,"Brazil","export","World",,69707942
2000,"Brazil","export","Angola",,2001841
2000,"Brazil","export","Argentina",,2662638
2000,"Brazil","export","Australia",,814711
2000,"Brazil","export","Austria",,140118
2000,"Brazil","export","Bangladesh",,235646
2000,"Brazil","export","Barbados",,33852
2000,"Brazil","export","Belgium",,614170
2000,"Brazil","export","Bolivia (Plurinational State of)",,124851
2000,"Brazil","export","Botswana",,870
2000,"Brazil","export","Belize",,8950
2000,"Brazil","export","Canada",,75327
2000,"Brazil","export","Sri Lanka",,3
2000,"Brazil","export","Chile",,1116986
2000,"Brazil","export","China",,45
2000,"Brazil","export","Colombia",,1493883
2000,"Brazil","export","Costa Rica",,32147
2000,"Brazil","export","Cuba",,3081
2000,"Brazil","export","Cyprus",,16831
2000,"Brazil","export","Czech Rep.",,25280
2000,"Brazil","export","Denmark",,1205
2000,"Brazil","export","Dominican Rep.",,264050
2000,"Brazil","export","Ecuador",,98703
2000,"Brazil","export","El Salvador",,756983
2000,"Brazil","export","Finland",,40505
2000,"Brazil","export","France",,250110
2000,"Brazil","export","Germany",,2077718
2000,"Brazil","export","Greece",,2541
2000,"Brazil","export","Guatemala",,257696
2000,"Brazil","export","Guyana",,57532
2000,"Brazil","export","China, Hong Kong SAR",,2070
2000,"Brazil","export","Indonesia",,69792
2000,"Brazil","export","Italy",,215205
2000,"Brazil","export","Jamaica",,49131
2000,"Brazil","export","Jordan",,28391
2000,"Brazil","export","Rep. of Korea",,873
2000,"Brazil","export","Lebanon",,117098
2000,"Brazil","export","Mauritania",,157200
2000,"Brazil","export","Mexico",,576126
2000,"Brazil","export","Namibia",,8250
2000,"Brazil","export","Netherlands",,80099
2000,"Brazil","export","New Zealand",,1010384
2000,"Brazil","export","Nicaragua",,142279
2000,"Brazil","export","Nigeria",,121637
2000,"Brazil","export","Norway",,440654
2000,"Brazil","export","Pakistan",,11534
2000,"Brazil","export","Panama",,40778
2000,"Brazil","export","Paraguay",,105908
2000,"Brazil","export","Peru",,1919267
2000,"Brazil","export","Philippines",,121318
2000,"Brazil","export","Portugal",,512927
2000,"Brazil","export","Senegal",,60590
2000,"Brazil","export","Singapore",,850662
2000,"Brazil","export","South Africa",,431918
2000,"Brazil","export","Zimbabwe",,12941
2000,"Brazil","export","Spain",,276809
2000,"Brazil","export","Sweden",,10994
2000,"Brazil","export","Switzerland",,86355
2000,"Brazil","export","Thailand",,71773
2000,"Brazil","export","Trinidad and Tobago",,3830
2000,"Brazil","export","United Arab Emirates",,7245303
2000,"Brazil","export","Tunisia",,68
2000,"Brazil","export","Uganda",,2340
2000,"Brazil","export","United Kingdom",,567846
2000,"Brazil","export","USA",,37645729
2000,"Brazil","export","Uruguay",,889122
2000,"Brazil","export","Venezuela",,2165468
2000,"Brazil","export","Yemen",,447000
2000,"Belarus","export","World",,43200
2000,"Belarus","export","Russian Federation",,43200
2000,"Canada","export","World",,90538752
2000,"Canada","export","Argentina",,118348
2000,"Canada","export","Australia",,284635
2000,"Canada","export","Austria",,16473
2000,"Canada","export","Belgium",,3932259
2000,"Canada","export","Bermuda",,7606
2000,"Canada","export","Brazil",,27678
2000,"Canada","export","Chile",,20001
2000,"Canada","export","China",,51591
2000,"Canada","export","Czech Rep.",,28493
2000,"Canada","export","Denmark",,4282951
2000,"Canada","export","Finland",,29926
2000,"Canada","export","France",,2387904
2000,"Canada","export","Germany",,4633198
2000,"Canada","export","Greece",,41745
2000,"Canada","export","China, Hong Kong SAR",,12670
2000,"Canada","export","Israel",,124826
2000,"Canada","export","Italy",,430237
2000,"Canada","export","Japan",,1281521
2000,"Canada","export","Rep. of Korea",,79471
2000,"Canada","export","Kuwait",,18431
2000,"Canada","export","Libya",,20861
2000,"Canada","export","Malta",,13003
2000,"Canada","export","Other Asia, nes",,15540
2000,"Canada","export","Netherlands",,2505786
2000,"Canada","export","New Zealand",,373561
2000,"Canada","export","Nicaragua",,83707
2000,"Canada","export","Norway",,1392970
2000,"Canada","export","Poland",,8848
2000,"Canada","export","Portugal",,8946
2000,"Canada","export","Qatar",,1587
2000,"Canada","export","Saudi Arabia",,243840
2000,"Canada","export","India",,5050
2000,"Canada","export","Singapore",,90888
2000,"Canada","export","South Africa",,63340
2000,"Canada","export","Spain",,16717
2000,"Canada","export","Sweden",,67119
2000,"Canada","export","Switzerland",,33495
2000,"Canada","export","Thailand",,134058
2000,"Canada","export","United Arab Emirates",,806343
2000,"Canada","export","Turkey",,15230
2000,"Canada","export","Egypt",,8654
2000,"Canada","export","United Kingdom",,18231957
2000,"Canada","export","USA",,48587288
2000,"Cabo Verde","export","World",,790
2000,"Cabo Verde","export","Portugal",,790
2000,"Sri Lanka","export","World",,48491
2000,"Sri Lanka","export","Israel",,21805
2000,"Sri Lanka","export","Maldives",,247
2000,"Sri Lanka","export","Romania",,25685
2000,"Sri Lanka","export","United Kingdom",,755
2000,"Chile","export","World",,1635325
2000,"Chile","export","Brazil",,317646
2000,"Chile","export","Malaysia",,200
2000,"Chile","export","Nicaragua",,14814
2000,"Chile","export","Panama",,90687
2000,"Chile","export","Peru",,387
2000,"Chile","export","Switzerland",,16780
2000,"Chile","export","Egypt",,900
2000,"Chile","export","USA",,1188216
2000,"Chile","export","Uruguay",,2695
2000,"Chile","export","Venezuela",,3000
2000,"China","export","World",,10872718
2000,"China","export","Albania",,542
2000,"China","export","Argentina",,746302
2000,"China","export","Australia",,19811
2000,"China","export","Bangladesh",,68197
2000,"China","export","Botswana",,2578
2000,"China","export","Brazil",,72921
2000,"China","export","Bulgaria",,223034
2000,"China","export","Cambodia",,513
2000,"China","export","Canada",,116173
2000,"China","export","Sri Lanka",,1405858
2000,"China","export","Chile",,181456
2000,"China","export","Croatia",,28065
2000,"China","export","Cyprus",,9117
2000,"China","export","Czech Rep.",,20620
2000,"China","export","Denmark",,152716
2000,"China","export","Finland",,38647
2000,"China","export","France",,415
2000,"China","export","Germany",,415910
2000,"China","export","Greece",,114930
2000,"China","export","Honduras",,75375
2000,"China","export","China, Hong Kong SAR",,4923
2000,"China","export","Hungary",,45
2000,"China","export","Indonesia",,61423
2000,"China","export","Iran",,39368
2000,"China","export","Israel",,700
2000,"China","export","Italy",,93170
2000,"China","export","Japan",,127064
2000,"China","export","Dem. People's Rep. of Korea",,151800
2000,"China","export","Rep. of Korea",,250476
2000,"China","export","Lao People's Dem. Rep.",,1400
2000,"China","export","Lebanon",,172363
2000,"China","export","Latvia",,173
2000,"China","export","Other Asia, nes",,23361
2000,"China","export","Oman",,1610
2000,"China","export","Netherlands",,5375
2000,"China","export","Aruba",,25170
2000,"China","export","New Zealand",,61090
2000,"China","export","Pakistan",,498324
2000,"China","export","Panama",,50833
2000,"China","export","Paraguay",,47301
2000,"China","export","Philippines",,6684
2000,"China","export","Portugal",,44898
2000,"China","export","Romania",,34630
2000,"China","export","Saudi Arabia",,26376
2000,"China","export","Singapore",,34752
2000,"China","export","Viet Nam",,604
2000,"China","export","Slovenia",,5376
2000,"China","export","Zimbabwe",,166671
2000,"China","export","Spain",,4508
2000,"China","export","Suriname",,12201
2000,"China","export","Sweden",,82526
2000,"China","export","Thailand",,205594
2000,"China","export","United Arab Emirates",,516319
2000,"China","export","Turkmenistan",,272235
2000,"China","export","Uganda",,7554
2000,"China","export","Egypt",,274136
2000,"China","export","United Kingdom",,254076
2000,"China","export","USA",,3509006
2000,"China","export","Uruguay",,105423
2000,"Colombia","export","World",,80848
2000,"Colombia","export","Barbados",,3031
2000,"Colombia","export","Brazil",,297
2000,"Colombia","export","Israel",,2160
2000,"Colombia","export","Panama",,1352
2000,"Colombia","export","USA",,74008
2000,"Mayotte","export","World",,3275
2000,"Mayotte","export","Comoros",,112
2000,"Mayotte","export","France",,3163
2000,"Costa Rica","export","World",,399
2000,"Costa Rica","export","Areas, nes",,399
2000,"Croatia","export","World",,1730350
2000,"Croatia","export","Australia",,4864
2000,"Croatia","export","Austria",,117538
2000,"Croatia","export","Bosnia Herzegovina",,25779
2000,"Croatia","export","Germany",,69
2000,"Croatia","export","Guinea",,258950
2000,"Croatia","export","Israel",,175083
2000,"Croatia","export","Italy",,5176
2000,"Croatia","export","Peru",,2226
2000,"Croatia","export","Slovenia",,13222
2000,"Croatia","export","Thailand",,1276
2000,"Croatia","export","Turkey",,691
2000,"Croatia","export","United Kingdom",,44835
2000,"Croatia","export","USA",,1080641
2000,"Cuba","export","World",,6
2000,"Cuba","export","Areas, nes",,6
2000,"Cyprus","export","World",,5451386
2000,"Cyprus","export","Albania",,41187
2000,"Cyprus","export","Australia",,76635
2000,"Cyprus","export","Austria",,1611
2000,"Cyprus","export","Bosnia Herzegovina",,277952
2000,"Cyprus","export","Bulgaria",,120367
2000,"Cyprus","export","Belarus",,2320
2000,"Cyprus","export","Canada",,2416
2000,"Cyprus","export","Croatia",,47241
2000,"Cyprus","export","Denmark",,91728
2000,"Cyprus","export","Finland",,35543
2000,"Cyprus","export","France",,681326
2000,"Cyprus","export","Germany",,529627
2000,"Cyprus","export","Ghana",,805557
2000,"Cyprus","export","Greece",,547124
2000,"Cyprus","export","Hungary",,4833
2000,"Cyprus","export","Israel",,36030
2000,"Cyprus","export","Italy",,5236
2000,"Cyprus","export","Jordan",,68928
2000,"Cyprus","export","Kuwait",,355128
2000,"Cyprus","export","Lebanon",,639297
2000,"Cyprus","export","Malta",,15594
2000,"Cyprus","export","Morocco",,37966
2000,"Cyprus","export","Portugal",,29694
2000,"Cyprus","export","Qatar",,39857
2000,"Cyprus","export","Romania",,15960
2000,"Cyprus","export","Russian Federation",,8574
2000,"Cyprus","export","India",,16514
2000,"Cyprus","export","Slovenia",,596
2000,"Cyprus","export","South Africa",,1933
2000,"Cyprus","export","Zimbabwe",,7572
2000,"Cyprus","export","Spain",,26106
2000,"Cyprus","export","Fmr Sudan",,15335
2000,"Cyprus","export","Syria",,44183
2000,"Cyprus","export","United Arab Emirates",,805
2000,"Cyprus","export","Ukraine",,10376
2000,"Cyprus","export","Egypt",,36731
2000,"Cyprus","export","United Kingdom",,567313
2000,"Cyprus","export","USA",,182850
2000,"Cyprus","export","Serbia and Montenegro",,18186
2000,"Cyprus","export","Zambia",,5155
2000,"Czech Rep.","export","World",,68106736
2000,"Czech Rep.","export","Andorra",,4591
2000,"Czech Rep.","export","Argentina",,307335
2000,"Czech Rep.","export","Australia",,564907
2000,"Czech Rep.","export","Austria",,668882
2000,"Czech Rep.","export","Bahrain",,11152
2000,"Czech Rep.","export","Bangladesh",,27076
2000,"Czech Rep.","export","Belgium",,898902
2000,"Czech Rep.","export","Bosnia Herzegovina",,151150
2000,"Czech Rep.","export","Bulgaria",,1425380
2000,"Czech Rep.","export","Canada",,280588
2000,"Czech Rep.","export","Sri Lanka",,18783073
2000,"Czech Rep.","export","Chile",,41242
2000,"Czech Rep.","export","China",,12
2000,"Czech Rep.","export","Colombia",,894169
2000,"Czech Rep.","export","Dem. Rep. of the Congo",,148526
2000,"Czech Rep.","export","Costa Rica",,15596
2000,"Czech Rep.","export","Croatia",,43022
2000,"Czech Rep.","export","Cyprus",,1698
2000,"Czech Rep.","export","Denmark",,141257
2000,"Czech Rep.","export","Dominican Rep.",,271330
2000,"Czech Rep.","export","Ecuador",,4654
2000,"Czech Rep.","export","El Salvador",,134720
2000,"Czech Rep.","export","Eritrea",,28153
2000,"Czech Rep.","export","Estonia",,69100
2000,"Czech Rep.","export","Finland",,655100
2000,"Czech Rep.","export","France",,2674212
2000,"Czech Rep.","export","Georgia",,25100
2000,"Czech Rep.","export","Gambia",,26603
2000,"Czech Rep.","export","Germany",,5332716
2000,"Czech Rep.","export","Greece",,308870
2000,"Czech Rep.","export","Greenland",,163341
2000,"Czech Rep.","export","Guatemala",,303515
2000,"Czech Rep.","export","Honduras",,134817
2000,"Czech Rep.","export","Hungary",,837109
2000,"Czech Rep.","export","Iceland",,65393
2000,"Czech Rep.","export","Iran",,14057
2000,"Czech Rep.","export","Ireland",,176102
2000,"Czech Rep.","export","Israel",,189852
2000,"Czech Rep.","export","Italy",,1214293
2000,"Czech Rep.","export","Japan",,715
2000,"Czech Rep.","export","Kazakhstan",,12205
2000,"Czech Rep.","export","Jordan",,284585
2000,"Czech Rep.","export","Kenya",,229763
2000,"Czech Rep.","export","Rep. of Korea",,1356
2000,"Czech Rep.","export","Kuwait",,1722
2000,"Czech Rep.","export","Lebanon",,160508
2000,"Czech Rep.","export","Latvia",,572472
2000,"Czech Rep.","export","Lithuania",,440117
2000,"Czech Rep.","export","Luxembourg",,386
2000,"Czech Rep.","export","China, Macao SAR",,21215
2000,"Czech Rep.","export","Malaysia",,41511
2000,"Czech Rep.","export","Mexico",,299673
2000,"Czech Rep.","export","Mongolia",,15679
2000,"Czech Rep.","export","Mozambique",,2052
2000,"Czech Rep.","export","Oman",,106188
2000,"Czech Rep.","export","Namibia",,94716
2000,"Czech Rep.","export","Nepal",,480978
2000,"Czech Rep.","export","Netherlands",,85979
2000,"Czech Rep.","export","New Caledonia",,42486
2000,"Czech Rep.","export","New Zealand",,2980
2000,"Czech Rep.","export","Nicaragua",,633
2000,"Czech Rep.","export","Norway",,500834
2000,"Czech Rep.","export","Pakistan",,40317
2000,"Czech Rep.","export","Paraguay",,420482
2000,"Czech Rep.","export","Peru",,52855
2000,"Czech Rep.","export","Philippines",,145655
2000,"Czech Rep.","export","Poland",,1859995
2000,"Czech Rep.","export","Portugal",,184991
2000,"Czech Rep.","export","Romania",,65760
2000,"Czech Rep.","export","Russian Federation",,104128
2000,"Czech Rep.","export","Saudi Arabia",,11758
2000,"Czech Rep.","export","Sierra Leone",,8531
2000,"Czech Rep.","export","India",,13729
2000,"Czech Rep.","export","Singapore",,47849
2000,"Czech Rep.","export","Slovakia",,4016071
2000,"Czech Rep.","export","Viet Nam",,449665
2000,"Czech Rep.","export","Slovenia",,123707
2000,"Czech Rep.","export","South Africa",,581599
2000,"Czech Rep.","export","Zimbabwe",,1375994
2000,"Czech Rep.","export","Spain",,793981
2000,"Czech Rep.","export","Sweden",,396991
2000,"Czech Rep.","export","Switzerland",,210317
2000,"Czech Rep.","export","Syria",,72137
2000,"Czech Rep.","export","Thailand",,1392538
2000,"Czech Rep.","export","Trinidad and Tobago",,927
2000,"Czech Rep.","export","United Arab Emirates",,4002
2000,"Czech Rep.","export","Tunisia",,17
2000,"Czech Rep.","export","Turkey",,282082
2000,"Czech Rep.","export","Uganda",,34741
2000,"Czech Rep.","export","Ukraine",,97019
2000,"Czech Rep.","export","TFYR of Macedonia",,60208
2000,"Czech Rep.","export","Egypt",,218091
2000,"Czech Rep.","export","United Kingdom",,520989
2000,"Czech Rep.","export","United Rep. of Tanzania",,54934
2000,"Czech Rep.","export","USA",,13003253
2000,"Czech Rep.","export","Burkina Faso",,126281
2000,"Czech Rep.","export","Uruguay",,57265
2000,"Czech Rep.","export","Venezuela",,464690
2000,"Czech Rep.","export","Yemen",,365512
2000,"Czech Rep.","export","Zambia",,11325
2000,"Denmark","export","World",,5148273
2000,"Denmark","export","Australia",,2432
2000,"Denmark","export","Austria",,125942
2000,"Denmark","export","Belgium",,4560
2000,"Denmark","export","Cameroon",,55530
2000,"Denmark","export","Canada",,46552
2000,"Denmark","export","Cyprus",,63028
2000,"Denmark","export","Czech Rep.",,18227
2000,"Denmark","export","Faeroe Isds",,38368
2000,"Denmark","export","Finland",,126067
2000,"Denmark","export","France",,352762
2000,"Denmark","export","Germany",,214836
2000,"Denmark","export","Greece",,13879
2000,"Denmark","export","Greenland",,1509519
2000,"Denmark","export","China, Hong Kong SAR",,11455
2000,"Denmark","export","Hungary",,167045
2000,"Denmark","export","Ireland",,1961
2000,"Denmark","export","Italy",,216851
2000,"Denmark","export","Rep. of Korea",,58945
2000,"Denmark","export","Latvia",,6849
2000,"Denmark","export","Lithuania",,2933
2000,"Denmark","export","Malta",,2082
2000,"Denmark","export","Netherlands",,209892
2000,"Denmark","export","Norway",,928257
2000,"Denmark","export","Portugal",,14556
2000,"Denmark","export","Romania",,9531
2000,"Denmark","export","Slovakia",,23563
2000,"Denmark","export","South Africa",,2291
2000,"Denmark","export","Spain",,107120
2000,"Denmark","export","Sweden",,323047
2000,"Denmark","export","Switzerland",,80846
2000,"Denmark","export","TFYR of Macedonia",,31273
2000,"Denmark","export","United Kingdom",,44084
2000,"Denmark","export","USA",,312438
2000,"Denmark","export","Serbia and Montenegro",,21552
2000,"Dominica","export","World",,377
2000,"Dominica","export","USA",,377
2000,"El Salvador","export","World",,27774
2000,"El Salvador","export","Guatemala",,13249
2000,"El Salvador","export","Honduras",,110
2000,"El Salvador","export","Nicaragua",,1174
2000,"El Salvador","export","Paraguay",,933
2000,"El Salvador","export","USA",,12309
2000,"Estonia","export","World",,20486
2000,"Estonia","export","Cyprus",,1437
2000,"Estonia","export","Czech Rep.",,877
2000,"Estonia","export","Latvia",,10206
2000,"Estonia","export","Lithuania",,3536
2000,"Estonia","export","Malta",,2580
2000,"Estonia","export","Russian Federation",,1850
2000,"Fiji","export","World",0,12741
2000,"Fiji","export","Australia",0,8880
2000,"Fiji","export","US Misc. Pacific Isds",0,3376
2000,"Fiji","export","Areas, nes",0,485
2000,"Finland","export","World",,23239447
2000,"Finland","export","Argentina",,82255
2000,"Finland","export","Australia",,327035
2000,"Finland","export","Austria",,211499
2000,"Finland","export","Belgium",,264145
2000,"Finland","export","Brazil",,176239
2000,"Finland","export","Brunei Darussalam",,21487
2000,"Finland","export","Canada",,432199
2000,"Finland","export","Chile",,31598
2000,"Finland","export","China",,137366
2000,"Finland","export","Czech Rep.",,247190
2000,"Finland","export","Denmark",,1054999
2000,"Finland","export","Ecuador",,669
2000,"Finland","export","Estonia",,153062
2000,"Finland","export","France",,797393
2000,"Finland","export","Germany",,2240547
2000,"Finland","export","Greece",,29881
2000,"Finland","export","China, Hong Kong SAR",,7368
2000,"Finland","export","Hungary",,95426
2000,"Finland","export","Iceland",,59183
2000,"Finland","export","Ireland",,37244
2000,"Finland","export","Israel",,416212
2000,"Finland","export","Italy",,745871
2000,"Finland","export","Japan",,266905
2000,"Finland","export","Rep. of Korea",,284778
2000,"Finland","export","Kuwait",,11170
2000,"Finland","export","Latvia",,131301
2000,"Finland","export","Lithuania",,776703
2000,"Finland","export","Luxembourg",,142675
