"year","source","flow","destination","weight","value"
1996,"Albania","export","World",,643987
1996,"Albania","export","Turkey",,597430
1996,"Albania","export","TFYR of Macedonia",,46491
1996,"Albania","export","Areas, nes",,66
1996,"Andorra","export","World",,30401
1996,"Andorra","export","France",,6055
1996,"Andorra","export","Spain",,24346
1996,"Argentina","export","World",,5909667
1996,"Argentina","export","Bolivia (Plurinational State of)",,18374
1996,"Argentina","export","Brazil",,665958
1996,"Argentina","export","Chile",,91641
1996,"Argentina","export","Costa Rica",,5974
1996,"Argentina","export","Dominica",,29000
1996,"Argentina","export","Ecuador",,9555
1996,"Argentina","export","El Salvador",,46712
1996,"Argentina","export","France",,8315
1996,"Argentina","export","Germany",,212335
1996,"Argentina","export","Guatemala",,12416
1996,"Argentina","export","Italy",,617350
1996,"Argentina","export","Nicaragua",,37541
1996,"Argentina","export","Paraguay",,211293
1996,"Argentina","export","Peru",,99753
1996,"Argentina","export","Philippines",,90100
1996,"Argentina","export","Poland",,26212
1996,"Argentina","export","So. African Customs Union",,88440
1996,"Argentina","export","Sweden",,1360
1996,"Argentina","export","Thailand",,7649
1996,"Argentina","export","Trinidad and Tobago",,4458
1996,"Argentina","export","United Kingdom",,696
1996,"Argentina","export","USA",,3127290
1996,"Argentina","export","Uruguay",,411368
1996,"Argentina","export","Venezuela",,3600
1996,"Argentina","export","Yemen",,80000
1996,"Argentina","export","Areas, nes",,2277
1996,"Australia","export","World",,18773131
1996,"Australia","export","Austria",,239229
1996,"Australia","export","Belgium-Luxembourg",,619796
1996,"Australia","export","Brazil",,346508
1996,"Australia","export","Solomon Isds",,44185
1996,"Australia","export","Brunei Darussalam",,3857
1996,"Australia","export","Canada",,42570
1996,"Australia","export","Sri Lanka",,2041
1996,"Australia","export","China",,2350
1996,"Australia","export","Christmas Isds",,633
1996,"Australia","export","Cook Isds",,672
1996,"Australia","export","Cyprus",,8798
1996,"Australia","export","Denmark",,22325
1996,"Australia","export","Fiji",,36839
1996,"Australia","export","France",,34633
1996,"Australia","export","French Polynesia",,1605
1996,"Australia","export","Germany",,76716
1996,"Australia","export","Ghana",,89752
1996,"Australia","export","Greece",,1684
1996,"Australia","export","China, Hong Kong SAR",,189827
1996,"Australia","export","Indonesia",,4930045
1996,"Australia","export","Italy",,46451
1996,"Australia","export","Japan",,1647716
1996,"Australia","export","Rep. of Korea",,245766
1996,"Australia","export","Kuwait",,270444
1996,"Australia","export","Lebanon",,626
1996,"Australia","export","Malaysia",,25678
1996,"Australia","export","Mexico",,751
1996,"Australia","export","New Caledonia",,148500
1996,"Australia","export","Vanuatu",,19683
1996,"Australia","export","New Zealand",,2300029
1996,"Australia","export","Other Europe, nes",,1566
1996,"Australia","export","Norfolk Isds",,4197
1996,"Australia","export","Norway",,9049
1996,"Australia","export","Papua New Guinea",,93842
1996,"Australia","export","Philippines",,176954
1996,"Australia","export","India",,9521
1996,"Australia","export","Singapore",,5073094
1996,"Australia","export","So. African Customs Union",,85726
1996,"Australia","export","Zimbabwe",,2167
1996,"Australia","export","Spain",,1566
1996,"Australia","export","Sweden",,11171
1996,"Australia","export","Switzerland",,4386
1996,"Australia","export","Thailand",,64407
1996,"Australia","export","United Kingdom",,1322110
1996,"Australia","export","USA",,509021
1996,"Australia","export","Areas, nes",,4645
1996,"Austria","export","World",,105610616
1996,"Austria","export","Andorra",,42034
1996,"Austria","export","Argentina",,102021
1996,"Austria","export","Australia",,454749
1996,"Austria","export","Barbados",,9351
1996,"Austria","export","Belgium-Luxembourg",,2000102
1996,"Austria","export","Bosnia Herzegovina",,40052
1996,"Austria","export","Brazil",,354054
1996,"Austria","export","Brunei Darussalam",,4740725
1996,"Austria","export","Bulgaria",,256280
1996,"Austria","export","Canada",,26260
1996,"Austria","export","Chile",,102210
1996,"Austria","export","China",,119591
1996,"Austria","export","Colombia",,5762
1996,"Austria","export","Costa Rica",,19081
1996,"Austria","export","Croatia",,674285
1996,"Austria","export","Cyprus",,2833
1996,"Austria","export","Czech Rep.",,572264
1996,"Austria","export","Denmark",,345362
1996,"Austria","export","Ecuador",,37313
1996,"Austria","export","El Salvador",,34951
1996,"Austria","export","Estonia",,121954
1996,"Austria","export","Fiji",,11808
1996,"Austria","export","Finland",,12059587
1996,"Austria","export","France",,2088616
1996,"Austria","export","Germany",,12750500
1996,"Austria","export","Gibraltar",,944
1996,"Austria","export","Greece",,227470
1996,"Austria","export","China, Hong Kong SAR",,4226454
1996,"Austria","export","Hungary",,433495
1996,"Austria","export","Iceland",,11145
1996,"Austria","export","Indonesia",,156905
1996,"Austria","export","Ireland",,143112
1996,"Austria","export","Israel",,269129
1996,"Austria","export","Italy",,1121012
1996,"Austria","export","Côte d'Ivoire",,21915
1996,"Austria","export","Jamaica",,12374
1996,"Austria","export","Japan",,100791
1996,"Austria","export","Jordan",,87568
1996,"Austria","export","Kenya",,10296
1996,"Austria","export","Rep. of Korea",,131306
1996,"Austria","export","Kuwait",,7273
1996,"Austria","export","Latvia",,121386
1996,"Austria","export","Lithuania",,163706
1996,"Austria","export","Malaysia",,5522325
1996,"Austria","export","Malta",,142829
1996,"Austria","export","Mauritius",,6329
1996,"Austria","export","Mexico",,5479
1996,"Austria","export","Other Asia, nes",,33912
1996,"Austria","export","Morocco",,7651
1996,"Austria","export","Mozambique",,1322
1996,"Austria","export","Oman",,988007
1996,"Austria","export","Nepal",,756853
1996,"Austria","export","Netherlands",,1421318
1996,"Austria","export","Neth. Antilles",,109389
1996,"Austria","export","New Caledonia",,31551
1996,"Austria","export","New Zealand",,793598
1996,"Austria","export","Nicaragua",,29661
1996,"Austria","export","Norway",,1064712
1996,"Austria","export","FS Micronesia",,2928
1996,"Austria","export","Pakistan",,618651
1996,"Austria","export","Paraguay",,281599
1996,"Austria","export","Philippines",,196864
1996,"Austria","export","Poland",,124408
1996,"Austria","export","Portugal",,127808
1996,"Austria","export","Qatar",,20307
1996,"Austria","export","Romania",,116662
1996,"Austria","export","Russian Federation",,787453
1996,"Austria","export","Saudi Arabia",,148970
1996,"Austria","export","India",,44681
1996,"Austria","export","Singapore",,1039678
1996,"Austria","export","Slovakia",,1509453
1996,"Austria","export","Slovenia",,50346
1996,"Austria","export","So. African Customs Union",,1008031
1996,"Austria","export","Zimbabwe",,26921
1996,"Austria","export","Spain",,346494
1996,"Austria","export","Sweden",,608068
1996,"Austria","export","Switzerland",,3394217
1996,"Austria","export","Thailand",,538165
1996,"Austria","export","Trinidad and Tobago",,4912
1996,"Austria","export","United Arab Emirates",,129037
1996,"Austria","export","Tunisia",,110615
1996,"Austria","export","Ukraine",,24560
1996,"Austria","export","TFYR of Macedonia",,22671
1996,"Austria","export","Egypt",,256376
1996,"Austria","export","United Kingdom",,748821
1996,"Austria","export","USA",,38022820
1996,"Austria","export","Uruguay",,9446
1996,"Austria","export","Venezuela",,141507
1996,"Austria","export","Serbia and Montenegro",,5856
1996,"Austria","export","Areas, nes",,9328
1996,"Belgium-Luxembourg","export","World",,43419876
1996,"Belgium-Luxembourg","export","Andorra",,106275
1996,"Belgium-Luxembourg","export","Angola",,1920
1996,"Belgium-Luxembourg","export","Australia",,6947
1996,"Belgium-Luxembourg","export","Austria",,15789
1996,"Belgium-Luxembourg","export","Bermuda",,42059
1996,"Belgium-Luxembourg","export","Burundi",,633
1996,"Belgium-Luxembourg","export","Canada",,2512
1996,"Belgium-Luxembourg","export","China",,62191
1996,"Belgium-Luxembourg","export","Cyprus",,115074
1996,"Belgium-Luxembourg","export","Czech Rep.",,28103
1996,"Belgium-Luxembourg","export","Benin",,3026
1996,"Belgium-Luxembourg","export","Denmark",,279300
1996,"Belgium-Luxembourg","export","Eritrea",,20682
1996,"Belgium-Luxembourg","export","France",,7456897
1996,"Belgium-Luxembourg","export","Germany",,7769658
1996,"Belgium-Luxembourg","export","Greece",,461893
1996,"Belgium-Luxembourg","export","Hungary",,17828
1996,"Belgium-Luxembourg","export","Israel",,17269
1996,"Belgium-Luxembourg","export","Italy",,2614093
1996,"Belgium-Luxembourg","export","Japan",,85659
1996,"Belgium-Luxembourg","export","Kenya",,3244
1996,"Belgium-Luxembourg","export","Rep. of Korea",,31202
1996,"Belgium-Luxembourg","export","Kuwait",,33773
1996,"Belgium-Luxembourg","export","Lebanon",,19643
1996,"Belgium-Luxembourg","export","Latvia",,13185
1996,"Belgium-Luxembourg","export","Malta",,54819
1996,"Belgium-Luxembourg","export","Oman",,1155
1996,"Belgium-Luxembourg","export","Netherlands",,1578253
1996,"Belgium-Luxembourg","export","New Zealand",,6394
1996,"Belgium-Luxembourg","export","Norway",,49606
1996,"Belgium-Luxembourg","export","Portugal",,13275019
1996,"Belgium-Luxembourg","export","Qatar",,29699
1996,"Belgium-Luxembourg","export","Romania",,8478
1996,"Belgium-Luxembourg","export","Russian Federation",,220321
1996,"Belgium-Luxembourg","export","Saudi Arabia",,786083
1996,"Belgium-Luxembourg","export","So. African Customs Union",,3986
1996,"Belgium-Luxembourg","export","Spain",,3095356
1996,"Belgium-Luxembourg","export","Sweden",,38629
1996,"Belgium-Luxembourg","export","Switzerland",,649193
1996,"Belgium-Luxembourg","export","Thailand",,65343
1996,"Belgium-Luxembourg","export","Turkey",,181412
1996,"Belgium-Luxembourg","export","United Kingdom",,3207872
1996,"Belgium-Luxembourg","export","USA",,958952
1996,"Belgium-Luxembourg","export","Areas, nes",,451
1996,"Canada","export","World",,71704958
1996,"Canada","export","Argentina",,7489
1996,"Canada","export","Australia",,1164136
1996,"Canada","export","Austria",,94383
1996,"Canada","export","Belgium-Luxembourg",,1013689
1996,"Canada","export","Brazil",,37208
1996,"Canada","export","Chile",,15286
1996,"Canada","export","China",,3694
1996,"Canada","export","Costa Rica",,14220
1996,"Canada","export","Czech Rep.",,21125
1996,"Canada","export","Denmark",,6775885
1996,"Canada","export","Fiji",,4137
1996,"Canada","export","Finland",,55423
1996,"Canada","export","France",,3085353
1996,"Canada","export","Germany",,1339963
1996,"Canada","export","Greece",,8941
1996,"Canada","export","Greenland",,2819
1996,"Canada","export","Guyana",,18041
1996,"Canada","export","China, Hong Kong SAR",,116588
1996,"Canada","export","Indonesia",,6813
1996,"Canada","export","Ireland",,10226
1996,"Canada","export","Israel",,65207
1996,"Canada","export","Italy",,133870
1996,"Canada","export","Japan",,751890
1996,"Canada","export","Jordan",,570217
1996,"Canada","export","Kenya",,6750
1996,"Canada","export","Rep. of Korea",,53658
1996,"Canada","export","Kuwait",,118933
1996,"Canada","export","Lebanon",,60814
1996,"Canada","export","Malaysia",,360390
1996,"Canada","export","Nepal",,330088
1996,"Canada","export","Netherlands",,10648202
1996,"Canada","export","New Zealand",,51127
1996,"Canada","export","Nicaragua",,28598
1996,"Canada","export","Nigeria",,20191
1996,"Canada","export","Norway",,540329
1996,"Canada","export","Peru",,10284
1996,"Canada","export","Philippines",,39001
1996,"Canada","export","Poland",,10609
1996,"Canada","export","Portugal",,281149
1996,"Canada","export","Russian Federation",,15051
1996,"Canada","export","Saudi Arabia",,43029
1996,"Canada","export","Singapore",,36211
1996,"Canada","export","Slovakia",,2676
1996,"Canada","export","So. African Customs Union",,88737
1996,"Canada","export","Spain",,142523
1996,"Canada","export","Sweden",,170696
1996,"Canada","export","Switzerland",,260173
1996,"Canada","export","Thailand",,695195
1996,"Canada","export","United Arab Emirates",,353631
1996,"Canada","export","Turkey",,7107
1996,"Canada","export","Ukraine",,2347
1996,"Canada","export","United Kingdom",,7601268
1996,"Canada","export","USA",,34284142
1996,"Canada","export","Burkina Faso",,14857
1996,"Canada","export","Uruguay",,16343
1996,"Canada","export","Venezuela",,78672
1996,"Canada","export","Yemen",,15574
1996,"China","export","World",,22659916
1996,"China","export","Algeria",,1001129
1996,"China","export","Angola",,55039
1996,"China","export","Argentina",,577559
1996,"China","export","Australia",,153722
1996,"China","export","Austria",,572025
1996,"China","export","Bangladesh",,40318
1996,"China","export","Belgium-Luxembourg",,51800
1996,"China","export","Brazil",,7735
1996,"China","export","Myanmar",,6508
1996,"China","export","Cambodia",,3112
1996,"China","export","Cameroon",,11354
1996,"China","export","Canada",,62035
1996,"China","export","Sri Lanka",,1159216
1996,"China","export","Chile",,272117
1996,"China","export","Czech Rep.",,48501
1996,"China","export","Denmark",,69977
1996,"China","export","Estonia",,51699
1996,"China","export","Finland",,169960
1996,"China","export","France",,71052
1996,"China","export","Gabon",,699
1996,"China","export","Germany",,1110065
1996,"China","export","Greece",,19986
1996,"China","export","Guatemala",,30085
1996,"China","export","Honduras",,127348
1996,"China","export","China, Hong Kong SAR",,547466
1996,"China","export","Indonesia",,28909
1996,"China","export","Iran",,7215983
1996,"China","export","Israel",,16908
1996,"China","export","Italy",,73333
1996,"China","export","Japan",,43682
1996,"China","export","Dem. People's Rep. of Korea",,186988
1996,"China","export","Rep. of Korea",,909
1996,"China","export","Lao People's Dem. Rep.",,36555
1996,"China","export","Lebanon",,169129
1996,"China","export","Malaysia",,28649
1996,"China","export","Netherlands",,38083
1996,"China","export","New Zealand",,165385
1996,"China","export","Norway",,1594
1996,"China","export","Pakistan",,2967665
1996,"China","export","Panama",,71340
1996,"China","export","Paraguay",,334472
1996,"China","export","Philippines",,50861
1996,"China","export","Portugal",,6000
1996,"China","export","Singapore",,67101
1996,"China","export","Slovenia",,26425
1996,"China","export","So. African Customs Union",,122914
1996,"China","export","Zimbabwe",,45453
1996,"China","export","Sweden",,130381
1996,"China","export","Switzerland",,22399
1996,"China","export","Thailand",,215312
1996,"China","export","Togo",,849
1996,"China","export","United Arab Emirates",,569800
1996,"China","export","Turkey",,2997
1996,"China","export","Turkmenistan",,83326
1996,"China","export","Uganda",,30880
1996,"China","export","Egypt",,123243
1996,"China","export","United Kingdom",,309699
1996,"China","export","USA",,3051112
1996,"China","export","Uruguay",,197054
1996,"China","export","Areas, nes",,4019
1996,"Cyprus","export","World",,5537594
1996,"Cyprus","export","Albania",,140861
1996,"Cyprus","export","Australia",,137570
1996,"Cyprus","export","Austria",,792
1996,"Cyprus","export","Bulgaria",,4701
1996,"Cyprus","export","Belarus",,2989
1996,"Cyprus","export","Finland",,44399
1996,"Cyprus","export","France",,1303545
1996,"Cyprus","export","Georgia",,2093
1996,"Cyprus","export","Germany",,102078
1996,"Cyprus","export","Ghana",,97624
1996,"Cyprus","export","Greece",,580099
1996,"Cyprus","export","Ireland",,53570
1996,"Cyprus","export","Italy",,37806
1996,"Cyprus","export","Japan",,122503
1996,"Cyprus","export","Jordan",,44570
1996,"Cyprus","export","Kuwait",,180618
1996,"Cyprus","export","Lebanon",,1163805
1996,"Cyprus","export","Rep. of Moldova",,2571
1996,"Cyprus","export","Norway",,809
1996,"Cyprus","export","Peru",,2142
1996,"Cyprus","export","Portugal",,128965
1996,"Cyprus","export","Romania",,1509
1996,"Cyprus","export","Russian Federation",,55706
1996,"Cyprus","export","So. African Customs Union",,6846
1996,"Cyprus","export","Spain",,8668
1996,"Cyprus","export","Fmr Sudan",,829
1996,"Cyprus","export","Thailand",,22450
1996,"Cyprus","export","United Arab Emirates",,31615
1996,"Cyprus","export","Ukraine",,13317
1996,"Cyprus","export","Egypt",,1178
1996,"Cyprus","export","United Kingdom",,545306
1996,"Cyprus","export","USA",,667524
1996,"Cyprus","export","Yemen",,25115
1996,"Cyprus","export","Areas, nes",,3421
1996,"Czech Rep.","export","World",,75100576
1996,"Czech Rep.","export","Azerbaijan",,30549
1996,"Czech Rep.","export","Argentina",,343963
1996,"Czech Rep.","export","Australia",,2317555
1996,"Czech Rep.","export","Austria",,1662599
1996,"Czech Rep.","export","Belgium-Luxembourg",,569785
1996,"Czech Rep.","export","Bolivia (Plurinational State of)",,7811
1996,"Czech Rep.","export","Bosnia Herzegovina",,58074
1996,"Czech Rep.","export","Brazil",,952597
1996,"Czech Rep.","export","Bulgaria",,249550
1996,"Czech Rep.","export","Belarus",,24432
1996,"Czech Rep.","export","Canada",,169105
1996,"Czech Rep.","export","Sri Lanka",,974303
1996,"Czech Rep.","export","Chile",,133508
1996,"Czech Rep.","export","Colombia",,204043
1996,"Czech Rep.","export","Dem. Rep. of the Congo",,400054
1996,"Czech Rep.","export","Costa Rica",,1879
1996,"Czech Rep.","export","Croatia",,637555
1996,"Czech Rep.","export","Cyprus",,28927
1996,"Czech Rep.","export","Denmark",,150350
1996,"Czech Rep.","export","Ecuador",,81180
1996,"Czech Rep.","export","El Salvador",,232085
1996,"Czech Rep.","export","Estonia",,45251
1996,"Czech Rep.","export","Finland",,770697
1996,"Czech Rep.","export","France",,3029662
1996,"Czech Rep.","export","Georgia",,124442
1996,"Czech Rep.","export","Germany",,8242605
1996,"Czech Rep.","export","Ghana",,64562
1996,"Czech Rep.","export","Greece",,214027
1996,"Czech Rep.","export","Guatemala",,454849
1996,"Czech Rep.","export","China, Hong Kong SAR",,31396
1996,"Czech Rep.","export","Hungary",,858807
1996,"Czech Rep.","export","Iceland",,5048
1996,"Czech Rep.","export","Indonesia",,199067
1996,"Czech Rep.","export","Ireland",,87040
1996,"Czech Rep.","export","Israel",,321303
1996,"Czech Rep.","export","Italy",,421977
1996,"Czech Rep.","export","Kenya",,15514
1996,"Czech Rep.","export","Lebanon",,888401
1996,"Czech Rep.","export","Latvia",,112577
1996,"Czech Rep.","export","Lithuania",,487647
1996,"Czech Rep.","export","Malaysia",,61207
1996,"Czech Rep.","export","Malta",,1068
1996,"Czech Rep.","export","Mauritius",,7000
1996,"Czech Rep.","export","Mexico",,2321
1996,"Czech Rep.","export","Mongolia",,15513
1996,"Czech Rep.","export","Oman",,2874
1996,"Czech Rep.","export","Netherlands",,238237
1996,"Czech Rep.","export","Nigeria",,41973
1996,"Czech Rep.","export","Norway",,436129
1996,"Czech Rep.","export","Pakistan",,2174
1996,"Czech Rep.","export","Paraguay",,614930
1996,"Czech Rep.","export","Peru",,223571
1996,"Czech Rep.","export","Philippines",,861207
1996,"Czech Rep.","export","Poland",,2521413
1996,"Czech Rep.","export","Portugal",,60434
1996,"Czech Rep.","export","Qatar",,181306
1996,"Czech Rep.","export","Romania",,330585
1996,"Czech Rep.","export","Russian Federation",,41346
1996,"Czech Rep.","export","Saudi Arabia",,62572
1996,"Czech Rep.","export","India",,2345271
1996,"Czech Rep.","export","Singapore",,411807
1996,"Czech Rep.","export","Slovakia",,9918440
1996,"Czech Rep.","export","Viet Nam",,43005
1996,"Czech Rep.","export","Slovenia",,185245
1996,"Czech Rep.","export","So. African Customs Union",,2128363
1996,"Czech Rep.","export","Zimbabwe",,121754
1996,"Czech Rep.","export","Spain",,517678
1996,"Czech Rep.","export","Fmr Sudan",,9838
1996,"Czech Rep.","export","Sweden",,265766
1996,"Czech Rep.","export","Switzerland",,583456
1996,"Czech Rep.","export","Syria",,589
1996,"Czech Rep.","export","Thailand",,4918020
1996,"Czech Rep.","export","United Arab Emirates",,52806
1996,"Czech Rep.","export","Tunisia",,50928
1996,"Czech Rep.","export","Turkey",,9018173
1996,"Czech Rep.","export","Turkmenistan",,1437
1996,"Czech Rep.","export","Ukraine",,118511
1996,"Czech Rep.","export","TFYR of Macedonia",,151787
1996,"Czech Rep.","export","Egypt",,284266
1996,"Czech Rep.","export","United Kingdom",,859656
1996,"Czech Rep.","export","United Rep. of Tanzania",,83798
1996,"Czech Rep.","export","USA",,6153705
1996,"Czech Rep.","export","Burkina Faso",,27785
1996,"Czech Rep.","export","Uruguay",,1593618
1996,"Czech Rep.","export","Uzbekistan",,5711
1996,"Czech Rep.","export","Venezuela",,38655
1996,"Czech Rep.","export","Yemen",,3815882
1996,"Czech Rep.","export","Serbia and Montenegro",,7701
1996,"Czech Rep.","export","Zambia",,41345
1996,"Czech Rep.","export","Areas, nes",,34946
1996,"Denmark","export","World",,4621095
1996,"Denmark","export","Australia",,18435
1996,"Denmark","export","Austria",,41883
1996,"Denmark","export","Belgium-Luxembourg",,15689
1996,"Denmark","export","Canada",,16905
1996,"Denmark","export","Cyprus",,11069
1996,"Denmark","export","Faeroe Isds",,28033
1996,"Denmark","export","Finland",,97682
1996,"Denmark","export","France",,488558
1996,"Denmark","export","Germany",,688164
1996,"Denmark","export","Greece",,57802
1996,"Denmark","export","Greenland",,1079650
1996,"Denmark","export","Iceland",,1840
1996,"Denmark","export","Italy",,89951
1996,"Denmark","export","Latvia",,5421
1996,"Denmark","export","Lithuania",,1227
1996,"Denmark","export","Netherlands",,124460
1996,"Denmark","export","Norway",,835225
1996,"Denmark","export","Portugal",,14592
1996,"Denmark","export","Russian Federation",,2698
1996,"Denmark","export","Saint Pierre and Miquelon",,1379
1996,"Denmark","export","Spain",,147353
1996,"Denmark","export","Sweden",,333576
1996,"Denmark","export","Switzerland",,54933
1996,"Denmark","export","TFYR of Macedonia",,3841
1996,"Denmark","export","United Kingdom",,196364
1996,"Denmark","export","United Rep. of Tanzania",,3000
1996,"Denmark","export","USA",,259947
1996,"Denmark","export","Areas, nes",,1418
1996,"Ecuador","export","World",,19520
1996,"Ecuador","export","Italy",,19520
1996,"Estonia","export","World",,61214
1996,"Estonia","export","Denmark",,9947
1996,"Estonia","export","Ukraine",,50033
1996,"Estonia","export","Areas, nes",,1234
1996,"Finland","export","World",,21782858
1996,"Finland","export","Argentina",,166956
1996,"Finland","export","Australia",,398736
1996,"Finland","export","Austria",,785682
1996,"Finland","export","Bahrain",,6978
1996,"Finland","export","Belgium-Luxembourg",,414582
1996,"Finland","export","Bosnia Herzegovina",,1880
1996,"Finland","export","Brazil",,123211
1996,"Finland","export","Canada",,598036
1996,"Finland","export","Sri Lanka",,16923
1996,"Finland","export","Chile",,38840
1996,"Finland","export","China",,44410
1996,"Finland","export","Colombia",,12695
1996,"Finland","export","Czech Rep.",,58671
1996,"Finland","export","Denmark",,1020787
1996,"Finland","export","Estonia",,297957
1996,"Finland","export","France",,1094230
1996,"Finland","export","Germany",,2654928
1996,"Finland","export","Greece",,675849
1996,"Finland","export","Honduras",,2017
1996,"Finland","export","China, Hong Kong SAR",,2320
1996,"Finland","export","Hungary",,56712
1996,"Finland","export","Iceland",,11309
1996,"Finland","export","Indonesia",,683
1996,"Finland","export","Ireland",,2725
1996,"Finland","export","Israel",,59073
1996,"Finland","export","Italy",,459068
1996,"Finland","export","Japan",,181789
1996,"Finland","export","Rep. of Korea",,55005
1996,"Finland","export","Latvia",,57126
1996,"Finland","export","Lithuania",,28791
1996,"Finland","export","Malaysia",,382329
1996,"Finland","export","Mauritius",,17704
1996,"Finland","export","Other Asia, nes",,11839
1996,"Finland","export","Oman",,37121
1996,"Finland","export","Netherlands",,61625
1996,"Finland","export","Neth. Antilles",,3081
1996,"Finland","export","New Caledonia",,58868
1996,"Finland","export","New Zealand",,150389
1996,"Finland","export","Norway",,1195483
1996,"Finland","export","Pakistan",,18159
1996,"Finland","export","Philippines",,11981
1996,"Finland","export","Poland",,120674
1996,"Finland","export","Portugal",,61876
1996,"Finland","export","Romania",,28950
1996,"Finland","export","Russian Federation",,132285
1996,"Finland","export","Saudi Arabia",,74751
1996,"Finland","export","India",,80842
1996,"Finland","export","Singapore",,211321
1996,"Finland","export","Slovakia",,29136
1996,"Finland","export","So. African Customs Union",,627170
1996,"Finland","export","Zimbabwe",,10668
1996,"Finland","export","Spain",,510905
1996,"Finland","export","Sweden",,3013915
1996,"Finland","export","Switzerland",,110922
1996,"Finland","export","Thailand",,140878
1996,"Finland","export","United Arab Emirates",,665149
1996,"Finland","export","Turkey",,137418
1996,"Finland","export","Egypt",,138712
1996,"Finland","export","United Kingdom",,707476
1996,"Finland","export","USA",,3696158
1996,"Finland","export","Serbia and Montenegro",,1088
1996,"Finland","export","Areas, nes",,6016
1996,"France","export","World",,150589072
1996,"France","export","Algeria",,456736
1996,"France","export","Andorra",,299796
1996,"France","export","Angola",,18369
1996,"France","export","Argentina",,35177
1996,"France","export","Australia",,207747
1996,"France","export","Austria",,311715
1996,"France","export","Bahrain",,63905
1996,"France","export","Belgium-Luxembourg",,6269026
1996,"France","export","Bolivia (Plurinational State of)",,3713
1996,"France","export","Brazil",,337907
1996,"France","export","Bulgaria",,176476
1996,"France","export","Cameroon",,157517
1996,"France","export","Canada",,1387793
1996,"France","export","Central African Rep.",,55892
1996,"France","export","Chad",,7035
1996,"France","export","Chile",,178043
1996,"France","export","China",,155567
1996,"France","export","Comoros",,15828
1996,"France","export","Congo",,1730397
1996,"France","export","Dem. Rep. of the Congo",,11921
1996,"France","export","Costa Rica",,271852
1996,"France","export","Croatia",,12898
1996,"France","export","Cuba",,70552
1996,"France","export","Cyprus",,269895
1996,"France","export","Czech Rep.",,50224
1996,"France","export","Benin",,8989
1996,"France","export","Denmark",,34981
1996,"France","export","Ecuador",,15048
1996,"France","export","El Salvador",,22864
1996,"France","export","Finland",,509893
1996,"France","export","French Polynesia",,100647
1996,"France","export","Gabon",,260709
1996,"France","export","Georgia",,5472
1996,"France","export","Germany",,56472492
1996,"France","export","Ghana",,142863
1996,"France","export","Greece",,605068
1996,"France","export","Guatemala",,7622
1996,"France","export","Guinea",,49835
1996,"France","export","China, Hong Kong SAR",,8794
1996,"France","export","Iceland",,1759
1996,"France","export","Indonesia",,338887
1996,"France","export","Ireland",,5081
1996,"France","export","Italy",,10781863
1996,"France","export","Côte d'Ivoire",,15047
1996,"France","export","Japan",,3221189
1996,"France","export","Jordan",,8012
1996,"France","export","Rep. of Korea",,511262
1996,"France","export","Kuwait",,37913
1996,"France","export","Lao People's Dem. Rep.",,11530
1996,"France","export","Lebanon",,411980
1996,"France","export","Libya",,825721
1996,"France","export","Lithuania",,62148
1996,"France","export","Madagascar",,33613
1996,"France","export","Malaysia",,137001
1996,"France","export","Mali",,36936
1996,"France","export","Malta",,694386
1996,"France","export","Mauritania",,2344
1996,"France","export","Mauritius",,8989
1996,"France","export","Other Asia, nes",,119998
1996,"France","export","Morocco",,1208580
1996,"France","export","Oman",,15244
1996,"France","export","Nepal",,2149
1996,"France","export","Netherlands",,1124931
1996,"France","export","New Caledonia",,294908
1996,"France","export","New Zealand",,9967
1996,"France","export","Nicaragua",,5862
1996,"France","export","Niger",,12898
1996,"France","export","Norway",,67816
1996,"France","export","Pakistan",,374261
1996,"France","export","Panama",,29314
1996,"France","export","Peru",,21106
1996,"France","export","Philippines",,26969
1996,"France","export","Poland",,11725
1996,"France","export","Portugal",,2045634
1996,"France","export","Guinea-Bissau",,62735
1996,"France","export","Qatar",,128595
1996,"France","export","Romania",,11724
1996,"France","export","Russian Federation",,1068059
1996,"France","export","Saint Lucia",,1172
1996,"France","export","Saint Pierre and Miquelon",,15243
1996,"France","export","Sao Tome and Principe",,1172
1996,"France","export","Saudi Arabia",,1103826
1996,"France","export","Senegal",,486830
1996,"France","export","Sierra Leone",,246055
1996,"France","export","India",,86773
1996,"France","export","Singapore",,585528
1996,"France","export","Slovakia",,20716
1996,"France","export","Viet Nam",,1172
1996,"France","export","So. African Customs Union",,6253
1996,"France","export","Spain",,12789978
1996,"France","export","Sweden",,4866770
1996,"France","export","Switzerland",,843307
1996,"France","export","Syria",,277716
1996,"France","export","Thailand",,2276057
1996,"France","export","Trinidad and Tobago",,15439
1996,"France","export","United Arab Emirates",,150484
1996,"France","export","Tunisia",,87748
1996,"France","export","Turkey",,1126301
1996,"France","export","Turkmenistan",,3517
1996,"France","export","Ukraine",,602722
1996,"France","export","TFYR of Macedonia",,977
1996,"France","export","Egypt",,2145701
1996,"France","export","United Kingdom",,24627206
1996,"France","export","USA",,3314608
1996,"France","export","Burkina Faso",,53352
1996,"France","export","Uruguay",,8012
1996,"France","export","Venezuela",,151268
1996,"France","export","Yemen",,101236
1996,"France","export","Zambia",,977
1996,"France","export","Areas, nes",,1560
1996,"French Polynesia","export","World",,6049772
1996,"French Polynesia","export","France",,4155688
1996,"French Polynesia","export","New Caledonia",,1894084
1996,"Gambia","export","World",,859
